,description,category,label
6560,מעיל פרווה מלאכותית בבז,coats&jackets_women,1
6561,סוודר בסריגת צמות דגם פסים בצבעים שונים וצווארון עגול,sweaters_women,9
6562,קרדיגן בגזרה ארוכה ונוחה,sweaters_women,9
6563,סווטשירט דגם בצבע כחול חלק,sweaters_women,9
6564,קרדיגן מכפלת דגם בצבע וורוד,sweaters_women,9
6565,סוודר ניטים בצבע כחול,sweaters_women,9
6566,סוודר שכבות עבה בצבע שמנת,sweaters_women,9
6567,סוודר פסים מטאליים דגם בשחור,sweaters_women,9
6568,סוודר דגם בצבע ירוק זית בהיר,sweaters_women,9
6569,קרדיגן שוליים דגם בצבע טבעי,sweaters_women,9
6570,סוודר לבבות דגם בצבע ירוק,sweaters_women,9
6571,קרדיגן להריון הנקה אורגני באישור,sweaters_women,9
6572,קרדיגן ארוך בסריגת צמות דגם בצבע שנהב,sweaters_women,9
6573,סוודר דגם בשילוב צבע ורוד,sweaters_women,9
6574,קרדיגן מיני סריגה עבה,sweaters_women,9
6575,סוודר עיטור מסולסל דגם בשחור,sweaters_women,9
6576,סוודר מכותנה צווארון וי דגם בצבע חום,sweaters_women,9
6577,קרדיגן כריות כתפיים,sweaters_women,9
6578,מחוך רקום ריפוד חוט ברזל,lingerie_women,4
6579,חזיית ספורט דגם תמיכה מלאה,lingerie_women,4
6580,חזיית פוש אפ דגם באפור,lingerie_women,4
6581,תחתוני תחרה,lingerie_women,4
6582,חזיית טי תחרה מדגם,lingerie_women,4
6583,גופיה מכותנה מחטבת דגם,shirts_women,6
6584,חזיית פוש אפ דגם בלבן,lingerie_women,4
6585,תחתונים רקומים יוקרתיים בגזרה ברזילאית,lingerie_women,4
6586,חזייה בגזרת משולשים מכותנה במראה מודרני בצבע שחור,lingerie_women,4
6587,חזייה דגם עצם במידות,lingerie_women,4
6588,חזיית חצי ריפוד,lingerie_women,4
6589,חזיית פוש אפ מחשוף עמוק מתחרה וכתפיות מולטי ויי,lingerie_women,4
6590,חולצת פיג ארוגה דגם בצבע קורל,nightwear_women,5
6591,חולצת פנאי בגזרת מעטפת,shirts_women,6
6592,גופייה נמתחת כתף חשופה,shirts_women,6
6593,חלוק ארוך בטנה דגם,nightwear_women,5
6594,חולצה קלילה צווארון גולף,shirts_women,6
6595,נעלי בית,shoes_women,7
6596,מכנסי טרנינג פנאי,trousers_women,11
6597,טרנינג טייץ מבד רזי רך הפופיק להריון,trousers_women,11
6598,חולצת פיגמה בסגול,nightwear_women,5
6599,חלוק עיטור תחרה,nightwear_women,5
6600,חולצה בגזרה נוחה חזית בדוגמת קשר,shirts_women,6
6601,מכנסי טרנינג להריון מבד מוברש חגורה הבטן,trousers_women,11
6602,סט פיג,nightwear_women,5
6603,סרט לשיער סרוג בירוק,hats&scarves_women,3
6604,כובע טמבל דו צדדי בשילוב צבעים,hats&scarves_women,3
6605,צעיף ארוג בצבע זהב חלק,hats&scarves_women,3
6606,סרט ראש,hats&scarves_women,3
6607,סרט ראש פרח,hats&scarves_women,3
6608,צעיף דגם,hats&scarves_women,3
6609,כובע גרב נוצץ,hats&scarves_women,3
6610,צעיף רך ורוד פסים ומשבצות בצבעי פסטל ורודים יפים,hats&scarves_women,3
6611,כובע ברט דגם בכחול כהה,hats&scarves_women,3
6612,כובע מצחיה דגם,hats&scarves_women,3
6613,קשת מתכת פנינים בעיצוב מדורג,hats&scarves_women,3
6614,צעיף בסריגת צמות דגם,hats&scarves_women,3
6615,סרט פרחוני ירוק לשיער,hats&scarves_women,3
6616,חולצת טי מגרזי לנופש ויום יום בצבע ירוק,shirts_women,6
6617,עליונית כפתן דגם בצבע שחור חצי שקוף,swimwear_women,10
6618,תחתוני ביקיני קשירה בצד דגם בירוק,swimwear_women,10
6619,תחתוני ביקיני ברזילאי דגם בלבן,swimwear_women,10
6620,בגד ים מחטב בבגווני שחור אפור,swimwear_women,10
6621,בגד ים בגזרת גופייה,swimwear_women,10
6622,שמלת מידי הדפס דגם בכחול,dresses_women,2
6623,תחתוני ביקיני כיווצים בצדדים דגם בכחול,swimwear_women,10
6624,בגד ים פסים,swimwear_women,10
6625,שמלת מיני כתף אחת וחיתוכים בצבע ירוק,dresses_women,2
6626,חולצה ורודה שרוולים צווארון גבוה דגם,shirts_women,6
6627,חולצה פסי לורקס דקים בשחור מסדרת,shirts_women,6
6628,חולצת תחרה שרוולים נפוחים,shirts_women,6
6629,חולצת מעטפת במראה עור,shirts_women,6
6630,חולצת פאייטים מחשוף רחב,shirts_women,6
6631,חולצה מכווצת קפלים,shirts_women,6
6632,חולצת ריב שרוולים נפוחים,shirts_women,6
6633,חולצת טי ארוכה פסים ,shirts_women,6
6634,חולצה שוליים משולשים דגם בצבע כחול דיו,shirts_women,6
6635,חולצה מטאלית שרוולים ארוכים,shirts_women,6
6636,שמלה שחורה להריון,shirts_women,6
6637,מגבפי בוקרים,shoes_women,7
6638,מגפוני שחורים מעור מלאכותי שיבוץ מטאלי בעקבים,shoes_women,7
6639,נעלי ספורט נמוכים דגם,shoes_women,7
6640,מגפי אופנוענים דגם בשחור,shoes_women,7
6641,מגפי שפיץ נמתחים בכחול,shoes_women,7
6642,מגף בייקר דמוי עור דיטייל כיס,shoes_women,7
6643,חצי מגפונים מזמש דגם בכחול כהה,shoes_women,7
6644,מוקסינים מעור עקב ועיטור שרשרת מתכת,shoes_women,7
6645,סנדלים פשוטים עקב בלוק,shoes_women,7
6646,נעלי ספורט מעור להליכה,shoes_women,7
6647,שמלת סריג בסגנון קולרבלוק דגם בשחור,dresses_women,2
6648,שמלת גרזי בגזרה נעטפצ בצבע חום עיטור תחרה,dresses_women,2
6649,שמלת ירוקה,dresses_women,2
6650,שמלת מידי מפתח סירה דגם,dresses_women,2
6651,שמלת שחורה כפתורים,dresses_women,2
6652,שמלת כפתורים,dresses_women,2
6653,שמלה מבד גרזי ותחרה,dresses_women,2
6654,שמלה מכופתרת בצבע כחול כהה,dresses_women,2
6655,שמלה במידת פטיט דגם בכחול,dresses_women,2
6656,שמלת כחולה,dresses_women,2
6657,שמלת מידי מתרחבת בירוק,dresses_women,2
6658,שמלת מידי צווארון וי דגם הדפס באפור,dresses_women,2
6659,שמלה להיריון והנקה בהדפס חמניות,dresses_women,2
6660,שמלת מיני שסע בצווארון,dresses_women,2
6661,שמלת צווארון וי דגם מבד עותמאני בירוק,dresses_women,2
6662,שמלת קוקטייל מסאטן דגם בוורוד,dresses_women,2
6663,מכנסי טרנינג דגם כיסים,trousers_women,11
6664,טייץ בצבע שחור מדגם,trousers_women,11
6665,טייץ חצאית,trousers_women,11
6666,טייצים פסים מסדרת הבייסיק,trousers_women,11
6667,מכנסי טרנינג אוברסייז בסגנון שנות לוגו המותג,trousers_women,11
6668,מכנסיים מחודדים בגזרת פטיט,trousers_women,11
6669,מכנסיים נמתחים בגזרה רחבה באפור,trousers_women,11
6670,מכנסי עור דגם,trousers_women,11
6671,חצאית מכנס קורדרוי בצבע טבעי,trousers_women,11
6672,מכנסי טוויד דגם בצבע כחול,trousers_women,11
6673,מכנסיים בגזרה רחבה ממותגים קטיפת ולור,trousers_women,11
6674,מכנסיים דגם בצבע ירוק כהה,trousers_women,11
6675,מכנסיים משבצות מותניים גבוהים והצרה,trousers_women,11
6676,מכנסיים דגם בגזרת פטיט באפור,trousers_women,11
6677,זקט ארוך מפשתן דגם בירוק טורקיז,coats&jackets_women,1
6678,שכמייה מלמלה,coats&jackets_women,1
6679,מעיל חגורה דגם מפוליאורטן,coats&jackets_women,1
6680,שמלה לבנות שרוולים קצרים דגם בנייבי,dresses_women,2
6681,זקט צמר דגם בירוק,coats&jackets_women,1
6682,זקט מרופד דגם בשחור,coats&jackets_women,1
6683,מעיל דגם במידת פטיט בצבע שחור,coats&jackets_women,1
6684,מעיל דגם בכחול,coats&jackets_women,1
6685,זקט ירוק כיסים גדולים,coats&jackets_women,1
6686,זקט בייקר צהוב במראה זמש,coats&jackets_women,1
6687,זקט דגם בנייבי,coats&jackets_women,1
6688,זקט דגם באפור,coats&jackets_women,1
6689,זקט גינס בכחול כהה,coats&jackets_women,1
6690,מעיל סטודנטים דגם בכחול,coats&jackets_women,1
6691,חולצת מעטפת  דגם,sweaters_women,9
6692,סוודר סריג דגם בצהוב,sweaters_women,9
6693,חולצה דגם בצבע כחול ,sweaters_women,9
6694,סווטשרט קפוצון דגם בורוד,sweaters_women,9
6695,סוודר נמתח קפוצ ון מסדרת,sweaters_women,9
6696,סווטשרט דגם,sweaters_women,9
6697,חולצת סווצר דגם בכסף,sweaters_women,9
6698,קרדיגן ירוק נמתח בגזרה ארוכה דגם,sweaters_women,9
6699,חולצה כתף חשופה מתערובת פשתן,sweaters_women,9
6700,חולצת משבצות לבית צווארון גולף,sweaters_women,9
6701,סוודר דגם באפור,sweaters_women,9
6702,סוודר צווארון עגול בגזרת פטיט,sweaters_women,9
6703,תחתון חלק דגם לחיטוב קל,lingerie_women,4
6704,בגד גוף חזה פתוח וחיטוב חזק,lingerie_women,4
6705,תחתונית,lingerie_women,4
6706,חזייה איקס בגב,lingerie_women,4
6707,חזייה ברזלים דגם,lingerie_women,4
6708,חזיית הנקה דגם במידות,lingerie_women,4
6709,תחתוני נשים להריון סטרץ,lingerie_women,4
6710,גופיה דגם,shirts_women,6
6711,חזיית מודאל ברזלים וללא ריפוד,lingerie_women,4
6712,חזיית ברלט תחרה בצבע שנהב,lingerie_women,4
6713,נעלי בית נעלי בית פפיון מקטיפה בוורוד,shoes_women,7
6714,נעלי בית נעלי בית פפיון מקטיפה בכחול,shoes_women,7
6715,חולצת כותנה כיתוב מודפס ושרוולים קצרים,shirts_women,6
6716,פיגמת סאטן מכנסיים קצרים ועיטורי פספול קונטרסטיים,nightwear_women,5
6717,חלוק קצר קפוצ ון מפרווה מלאכותית חגורה בצבע אבן,nightwear_women,5
6718,כותונת לילה הדפס כוכבים באפור למידות גדולות,nightwear_women,5
6719,כפכפי בית,shoes_women,7
6720,כפכף דמוי פרווה,shoes_women,7
6721,חולצת פסים דגם,shirts_women,6
6722,סוודר צווארון עגול דגם באפור,sweaters_women,9
6723,טרנינג חמים הבלטה ודוגמה מנומרת באפור,trousers_women,11
6724,סט פיגמה למידות גדולות כיתוב   שרוול ארוך ומכנסי פסים,nightwear_women,5
6725,חולצת פיגמה בגזרת אוברסייז צעיף בחום,nightwear_women,5
6726,מארז שני תחתיות קצרות ממיקרופייבר,nightwear_women,5
6727,נעלי בית בגימור אבני חן,shoes_women,7
6728,כובע דלי ארוג,hats&scarves_women,3
6729,כובע גרב סופר יוקרתי,hats&scarves_women,3
6730,צעיף ארוג בצבע שמנת חלק,hats&scarves_women,3
6731,סרט לשיער בעיצוב מחויט קריסטל,hats&scarves_women,3
6732,צעיף פרנז ים בצבע כחול דגם,hats&scarves_women,3
6733,מגבעת שוליים רחבים דגם בבז,hats&scarves_women,3
6734,כובע טמבל חייתי,hats&scarves_women,3
6735,כובע מטאלי,hats&scarves_women,3
6736,צעיף בצבע כחול כהה הדפס כוכבים,hats&scarves_women,3
6737,כובע רך,hats&scarves_women,3
6738,כובע פנמה גימורי זהב,hats&scarves_women,3
6739,כובע רחב גימור פסים,hats&scarves_women,3
6740,צעיף סנוד מבד גרזי בצבע בורדו,hats&scarves_women,3
6741,קשת לשיער דגם בצבע צהוב,hats&scarves_women,3
6742,כובע מצחיה בסגנון בייסבול,hats&scarves_women,3
6743,כובע פנמה,hats&scarves_women,3
6744,כובע צמרירי דגם בשחור,hats&scarves_women,3
6745,מגבעת קישוט,hats&scarves_women,3
6746,צעיף ורוד,hats&scarves_women,3
6747,שמיכה באפור שילוב משבצות,hats&scarves_women,3
6748,כובע צלפים דגם בלבן,hats&scarves_women,3
6749,צעיף פשתן כותנה דגם בצבע כחול,hats&scarves_women,3
6750,שמלת מידי רקמה,dresses_women,2
6751,פאוץ דגם באדום,swimwear_women,10
6752,חזיית ביקיני שרוך נקשר ועלה קייצי בירוק,swimwear_women,10
6753,תחתון מחטב בגזרה גבוהה דגם,swimwear_women,10
6754,מכנסי חוף שסע ארוג מבריק דגם בשחור,swimwear_women,10
6755,בגד ים מחטב קולר עצם בדוגמת רשת ונקודות דגם,swimwear_women,10
6756,בגד ים מחטב רשת בשחור דגם,swimwear_women,10
6757,בגד ים מחטב צווארון מרובע,swimwear_women,10
6758,משקפי שמש גדולים מרובעים שיבוץ ממתכת,swimwear_women,10
6759,תיק קלוע רצועה אלכסונית דגם בחום,swimwear_women,10
6760,שמלה שקופה למחצה דגם בשחור,dresses_women,2
6761,תיק צד קטן דגם בשחור,swimwear_women,10
6762,שמלת בצביעת טאי דאי דגם אמרת מטפחת,dresses_women,2
6763,שמלת חולצה מיני נפוחה כפתורים דגם בלבן,dresses_women,2
6764,שמלת מקסי חזית נשרכת דגם בכחול,dresses_women,2
6765,תחתוני ביקיני דו צדדיים בגזרת היי לג,swimwear_women,10
6766,חולצת שכבות משיפון,shirts_women,6
6767,חולצה צווארון גבוה הדפס דגם,shirts_women,6
6768,חולצה צווארון רחב,shirts_women,6
6769,חולצת טי בסיסית,shirts_women,6
6770,חולצת הנקה כפתורים ושולי מלמלה,shirts_women,6
6771,חולצת טי שרוול ארוך מחזיר אור,shirts_women,6
6772,טוניקה דגם בצבע כחול טורקיז,shirts_women,6
6773,מוקסינים עקב בלוק,shoes_women,7
6774,מגפון רוכסן הצמדה דגם בשחור,shoes_women,7
6775,מגפון רוכסן הצמדה דגם בכחול,shoes_women,7
6776,נעלי ספורט לריצה דגם בורוד,shoes_women,7
6777,מגפי טיולים דגם בחום,shoes_women,7
6778,נעלי ספורט בלבן,shoes_women,7
6779,מגפונים עיטור רוכסן,shoes_women,7
6780,סנדלי חוף,shoes_women,7
6781,מגפי צלסי עבים בשחור,shoes_women,7
6782,נעלי ספורט מעור שרוכים ודוגמת כוכב,shoes_women,7
6783,מגפיים באורך הברך מחומרים מעורבים,shoes_women,7
6784,מגפי קרסול דגם,shoes_women,7
6785,נעליי בלרינה חרטו םמרובע דגם באדום,shoes_women,7
6786,נעלי עקב מעור סגורות חיתוך,shoes_women,7
6787,מוקסינים מעור,shoes_women,7
6788,שמלת גרזי דגם בכחול,dresses_women,2
6789,שמלת גינס דגם שרוולי,dresses_women,2
6790,שמלה כחולה רחבה,dresses_women,2
6791,שמלת קרפ דגם בהדפס פרחוני צפוף,dresses_women,2
6792,שמלת קולר,dresses_women,2
6793,שמלת מידי מגורגט הדפס פרחוני דגם,dresses_women,2
6794,שמלה אפורה דגם,dresses_women,2
6795,שמלה צווארון נשפך דגם באפור,dresses_women,2
6796,שמלת חולצה שכבות,dresses_women,2
6797,שמלה מבד קרפ ושכמיה משיפון דגם בצבע כחול,dresses_women,2
6798,שמלת סאטן,dresses_women,2
6799,שמלה דגם,dresses_women,2
6800,שמלת מקסי פירחונית,dresses_women,2
6801,מכנסיים דגם בירוק כהה,trousers_women,11
6802,מכנסיים במידת פטיט דגם,trousers_women,11
6803,מכנסיים מגרזי דגם בכחול כהה,trousers_women,11
6804,מכנסי גרזי בגזרה רחבה למידות גדולות באפור כהה,trousers_women,11
6805,מכנסיים דגם בוורוד,trousers_women,11
6806,מכנסי שרוואל שחורים חלק עליון מתקפל,trousers_women,11
6807,מכנסיים בגזרה צרה דגם,trousers_women,11
6808,מכנסי שרוואל בצבע ירוק דגם,trousers_women,11
6809,טרנינג דגם בכחול,trousers_women,11
6810,טייץ במראה עור קישוט תיפורים במידת פטיט,trousers_women,11
6811,מכנסי טרנינג סגולים לוגו,trousers_women,11
6812,טרנינג בגזרה ישרה פסים,trousers_women,11
6813,טרנינג אדום ממותג,trousers_women,11
6814,טרנינג משבצות דגם בשחור,trousers_women,11
6815,טרנינג מצופה דגם בשחור,trousers_women,11
6816,טייץ גינס דגם בגזרת סקיני מותן גבוה,trousers_women,11
6817,זקט קליל במרקם קווילט מרופד,coats&jackets_women,1
6818,מעיל צמר חגורה דגם בסגול,coats&jackets_women,1
6819,בלייזר,sweaters_women,9
6820,זקט מרופד צווארון מפרווה מלאכותית דגם,coats&jackets_women,1
6821,זקט דמוי עור למידות גדולות בגזרה נשפכת,coats&jackets_women,1
6822,זקט בגזרה נשפכת,coats&jackets_women,1
6823,זקט מבד דמוי עור קולר,coats&jackets_women,1
6824,זקט דמוי עור צווארון דגם בגזרת פטיט,coats&jackets_women,1
6825,בלייזר מחויט מכותנה מעורבת דגם בשחור לבן,sweaters_women,9
6826,זקט מרופד דגם,coats&jackets_women,1
6827,מעיל שחור ואפור דגם צווארון דמוי פרווה,coats&jackets_women,1
6828,מעיל פרווה מלאכותית דגם,coats&jackets_women,1
6829,מעיל דובון,coats&jackets_women,1
6830,מעיל צמר קלאסי ובסיסי בצבע כחול,coats&jackets_women,1
6831,מעיל דגם בירוק,coats&jackets_women,1
6832,פונצו בסגנון קולור בלוק,coats&jackets_women,1
6833,זקט מרופד דגם בצבע צהוב קפוצון,coats&jackets_women,1
6834,זקט דו צדדי דגם באפור,coats&jackets_women,1
6835,מעיל דמוי פרווה דגם בירוק כהה,coats&jackets_women,1
6836,זקט דגם בכחול,coats&jackets_women,1
6837,קרדיגן דגם בכחול,sweaters_women,9
6838,סוודר דגם,sweaters_women,9
6839,קרדיגן מכופתר בצבע שמנת,sweaters_women,9
6840,קרדיגן דגם בצבע שחור,sweaters_women,9
6841,קרדיגן ארוך,sweaters_women,9
6842,סוודר שכמייה דגם,sweaters_women,9
6843,קרדיגן קצר בסריגת צמות,sweaters_women,9
6844,קרדיגן סריג שרוול ארוך וכפתורים,sweaters_women,9
6845,קרדיגן ארוך מכפלת,sweaters_women,9
6846,קפוצ ון סריג דגם גימור מטאלי בשחור מסדרת,sweaters_women,9
6847,סוודר,sweaters_women,9
6848,קרדיגן מודפס בצבע ירוק וכתום,sweaters_women,9
6849,חולצה חצי רוכסן דגם,sweaters_women,9
6850,קרדיגן מדגם בצבע כחול,sweaters_women,9
6851,קרדיגן ירוק,sweaters_women,9
6852,קרדיגן חום,sweaters_women,9
6853,סוודר צווארון עגול בסריגת צמות בגזרת בכתף שמוטה,sweaters_women,9
6854,חזיית קאפ מלא,lingerie_women,4
6855,חזיית קאפ מלא,lingerie_women,4
6856,חזיה ברזלים ותמיכה צדדית דגם,lingerie_women,4
6857,חזיה ברזלים ותמיכה צדדית דגם מידה,lingerie_women,4
6858,חזיית פוש אפ ריפוד ברזלים דגם,lingerie_women,4
6859,מארז שתי חזיות פוש אפ למחשוף עמוק דגם,lingerie_women,4
6860,חזיית מיינמייזר מחטבת אפורה מדגם,lingerie_women,4
6861,חזיית מיינמייזר מדגם,lingerie_women,4
6862,חזיית ספורט דגם פסים ותמיכה קלה בכחול,lingerie_women,4
6863,חזיית מולטיווי ריפוד קל מתחרה ומשי דגם,lingerie_women,4
6864,חזיית בלקונט מתחרה וכותנה אורגנית ריפוד קל,lingerie_women,4
6865,תחתונית מחטבת מסדרת תמיכה קלה,lingerie_women,4
6866,חזיית בלקונט ריפוד קל וספוג זיכרון דגם,lingerie_women,4
6867,חזיית טי שרט להתאמה מודרנית מושלמת,lingerie_women,4
6868,חזייה לחולצת טי תמיכת ברזל דגם,lingerie_women,4
6869,פיגמה דגם מכנסי גרזי ירוקים,nightwear_women,5
6870,מכנסי טייץ רכים במיוחד,trousers_women,11
6871,גופיה כתפיות דקות ותמיכה נסתרת מתחרה דגם,shirts_women,6
6872,מכנס פסים,trousers_women,11
6873,מוקסין דגם בנייבי,shoes_women,7
6874,חולצה שרוול ארוך ורצועות מוצלבות דגם,shirts_women,6
6875,מכנסי פיגמה קצרים דוגמת כוכבים,nightwear_women,5
6876,סט פיג גופיה ומכנסיים קצרים בהדפס טאי דאי,nightwear_women,5
6877,טייץ פליז להריון,trousers_women,11
6878,קפוצון פרוותי,sweaters_women,9
6879,צעיף מטאלי קליל,hats&scarves_women,3
6880,עיטור לשיער קריסטלים לכלות,hats&scarves_women,3
6881,כפפות עור מכפלת צמר דגם,hats&scarves_women,3
6882,צעיף קפלים,hats&scarves_women,3
6883,פסינייטור משובץ אבני חן,hats&scarves_women,3
6884,שאל סרוג,hats&scarves_women,3
6885,צעיף פסים גדילים,hats&scarves_women,3
6886,צעיף משבצות,hats&scarves_women,3
6887,צעיף שמיכה בשילוב צבעים,hats&scarves_women,3
6888,מסרקית כפולה עלים ופנינים בעלי מרקם לכלות,hats&scarves_women,3
6889,צעיף נוצצים בדוגמת תחרה,hats&scarves_women,3
6890,כובע טמבל לוגו,hats&scarves_women,3
6891,צעיף משבצות סרוג נצנצים,hats&scarves_women,3
6892,כפפות שלג דגם,hats&scarves_women,3
6893,עיטור לשיער פנינים ופרחי קריסטל לכלות,hats&scarves_women,3
6894,טיארה לכלה אבני חן,hats&scarves_women,3
6895,כפפות דוגמת צמות בסגול,hats&scarves_women,3
6896,חזיית ביקיני אלסטית בצבע לבן חיבור מרכזי גבוה,swimwear_women,10
6897,שמלת מקסי מבד חצי שקוף בעיצוב קומות,dresses_women,2
6898,בגד ים מחטב רצועות בבטן והגב דגם בצבע סגול,swimwear_women,10
6899,בגד ים בנדו סרט קשירה מקדימה וכיווצים,swimwear_women,10
6900,טנקיני ברזלים וקשירת קולר וי דגם בצבע לבן,swimwear_women,10
6901,משקפי שמש בסגנון טייסים קלאסי,swimwear_women,10
6902,בגד ים שלם דגם,swimwear_women,10
6903,חזיית ביקיני בנדו כיווצים,swimwear_women,10
6904,תיק מצלמה אייקוני אדום,swimwear_women,10
6905,בגד ים מוצלב דגם בצהוב,swimwear_women,10
6906,אוברול קצר להריון,dresses_women,2
6907,גופיית תחרה דגם,shirts_women,6
6908,חולצת מגרזי תחרה ושרוול ארוך,shirts_women,6
6909,חולצה מבד ריב עיטור כפתורים,shirts_women,6
6910,חולצת קטיפה שחורה,shirts_women,6
6911,עליונית נמתחת שרוול ארוך,shirts_women,6
6912,טוניקת גרזי צווארון תפור בירוק,shirts_women,6
6913,חולצת סריג קלילה שרשרת ושוליים מוצלבים,shirts_women,6
6914,טוניקה צמודה מהממת,shirts_women,6
6915,חולצת טי לוגו מטאלי,shirts_women,6
6916,גופייה בהדפס,shirts_women,6
6917,גופיה דגם,shirts_women,6
6918,חולצה שרוול ווליום,shirts_women,6
6919,חולצת טי רחבה דגם,shirts_women,6
6920,חולצה כיווצים בשרוולים,shirts_women,6
6921,מגפון צלסי מעור,shoes_women,7
6922,מגפיים דגם שרוכים,shoes_women,7
6923,נעלי ספורט מדגם,shoes_women,7
6924,נעלי ספורט סוליה עבה,shoes_women,7
6925,מגפי גומי באפור הקרסול דגם לנשים,shoes_women,7
6926,מגפי גומי קצרים דגם בצבע כסף,shoes_women,7
6927,נעלי רוקי עקבים בגובה בינוני ופרנזים בצבע שמנת,shoes_women,7
6928,מגפיים אבזמים דגם,shoes_women,7
6929,נעלי ספורט סקייטר דגם פסים כחולים,shoes_women,7
6930,נעלי ריצה,shoes_women,7
6931,מגפי טיפוס הרים דגם,shoes_women,7
6932,נעלי בובה חרטום מרובע דגם בשחור,shoes_women,7
6933,שמלת חולצה באורך מידי כיסים,dresses_women,2
6934,שמלת חרוזים בצבע טבעי שרוולים מתנפנפים,dresses_women,2
6935,שמלה בצבע כחול מדגם,dresses_women,2
6936,שמלת שיפט מקטיפה בצבע סגול דגם,dresses_women,2
6937,שמלה פרחונית דגם בכחול,dresses_women,2
6938,שמלה צמודה צווארון מוצלב,dresses_women,2
6939,שמלת מידי צמודה,dresses_women,2
6940,שמלה מכפלת מלמלה וכיווצים,dresses_women,2
6941,שמלת מידי סרוגה קישוט זיגזג דגם,dresses_women,2
6942,שמלה צמודה מלמלה,dresses_women,2
6943,שמלה צמודה פתח בחזה,dresses_women,2
6944,שמלה דגם בירוק,dresses_women,2
6945,שמלת סינר מבד דנים,dresses_women,2
6946,שמלת קומות בהדפס לבבות,dresses_women,2
6947,שמלה כחולה דגם,dresses_women,2
6948,שמלה דגם בצבע אפור,dresses_women,2
6949,שמלת מיני פרחונית    בצבע ירוק,dresses_women,2
6950,מכנסיים שחורים סיומת צרה,trousers_women,11
6951,מכנסי שחורים,trousers_women,11
6952,מכנסי סקיני פפיטה דגם,trousers_women,11
6953,מכנסי פשתן שתי וערב למידות גדולות בגזרה רחבה,trousers_women,11
6954,מכנסיים מפשתן בגזרה רחבה,trousers_women,11
6955,מכנסי,trousers_women,11
6956,מכנסיים מתרחבים בגזרה גבוהה דגם,trousers_women,11
6957,מכנסי סקיני רוכסן,trousers_women,11
6958,מכנסיים בגרזה רפויה רכיסה בצבע אפור,trousers_women,11
6959,טרנינג מגקארד דגם,trousers_women,11
6960,מכנס שחור רכיסה חפתים צמודים במידות גדולות,trousers_women,11
6961,זקט פליז פרוותי דגם בצבע שמנת,coats&jackets_women,1
6962,זקט מבודד דגם מקולקציית בצבע שמנת,coats&jackets_women,1
6963,זקט אופנוענים מעור שחור,coats&jackets_women,1
6964,זקט קרופ דגם קצוות זיגזג,coats&jackets_women,1
6965,מעיל פארקה קליל מפשתן מצופה בצבע ניוד,coats&jackets_women,1
6966,מעיל בגזרה ארוכה למידות גדולות בצבע קאמל,coats&jackets_women,1
6967,מעיל דובון דק בירוק,coats&jackets_women,1
6968,זקט מרופד דגם בכחול כהה,coats&jackets_women,1
6969,קרדיגן מעיל,sweaters_women,9
6970,זקט,coats&jackets_women,1
6971,מעיל כחול כהה אבסטרקטי,coats&jackets_women,1
6972,זקט דגם באפור כהה,coats&jackets_women,1
6973,מעיל מתערובת צמר באורך בינוני דגם בצבע שחור,coats&jackets_women,1
6974,זקט דגם בצבע צהוב,coats&jackets_women,1
6975,מעיל קצר חגורה בשחור,coats&jackets_women,1
6976,מעיל מעטפת מצמר בצבע קאמל,coats&jackets_women,1
6977,סווודר צווארון וי דגם,sweaters_women,9
6978,סוודר ריב דגם בלבן,sweaters_women,9
6979,סוודר אפור דגם בגזרה ארוכה פסים,sweaters_women,9
6980,סוודר דגם בצבע טבעי,sweaters_women,9
6981,סוודר דגם בצבע ירוק,sweaters_women,9
6982,חולצת סריג שכבות צווארון קולר תפרים,sweaters_women,9
6983,סוודר בסריגת צמות שרוולים תפוחים דגם,sweaters_women,9
6984,סוודר בסריגת צמות דגם בגזרה משוחררת,sweaters_women,9
6985,סווטשרט,sweaters_women,9
6986,סווטשרט נעים פריט חובה,sweaters_women,9
6987,קרדיגן דגם בצבע ורוד מלאנז,sweaters_women,9
6988,סוודר צווארון גבוה בשחור,sweaters_women,9
6989,סוודר כחול,sweaters_women,9
6990,קרדיגן רחב צווארון וי בירוק טורקיז למידות גדולות,sweaters_women,9
6991,סריג כתף מלמלה,sweaters_women,9
6992,סוודר שחור בסריגת צמות צווארון גבוה,sweaters_women,9
6993,סוודר שרוול קצר דגם בלבן,sweaters_women,9
6994,חזיית פוש אפ משולשים בצבע גוף,lingerie_women,4
6995,חזייה רב תכליתית גב נמוך וריפוד קל,lingerie_women,4
6996,בגד גוף תחרה דגם בשחור,lingerie_women,4
6997,חזיית מחוך מולטיווי חלקה,lingerie_women,4
6998,חזיית סטרפלס דגם,lingerie_women,4
6999,תחתונית מחטבת בחוזק בינוני,lingerie_women,4
7000,חזיית פוש אפ נצמדת,lingerie_women,4
7001,חזייה רוכסן להחלמה מניתוח,lingerie_women,4
7002,מחטב חזק עיצוב ירכיים קו תפר,lingerie_women,4
7003,חולצה חצי ספורטיבית חצי מרוכסנת,shirts_women,6
7004,חולצת פנאי סרוגה נמתחת,shirts_women,6
7005,טרנינג פרוותי,trousers_women,11
7006,פיגמה דגם בצבע בז,nightwear_women,5
7007,חולצת טי ומכנסיים קצרים כיתוב והדפס גירפה,nightwear_women,5
7008,סט פיגמה דגם בנייבי,nightwear_women,5
7009,חלוק קטיפה בהדפס מנומר בצבע שמנת,nightwear_women,5
